obj0000,4,5,144,144,138,163
obj0000,5,6,138,163,142,208
obj0000,4,3,144,144,134,111
obj0000,3,2,134,111,140,51
obj0000,8,9,144,65,122,95
obj0000,9,10,122,95,124,120
obj0000,10,11,124,120,124,161
obj0000,11,12,124,161,146,178
obj0000,12,13,146,178,136,195
obj0000,5,6,162,51,164,106
obj0000,6,7,164,106,182,153
obj0000,7,8,182,153,190,228
obj0000,5,4,162,51,166,42
obj0000,0,1,196,122,226,176
obj0000,16,15,156,59,155,27
obj0000,7,8,97,157,108,232
obj0000,7,6,97,157,80,116
obj0000,6,5,80,116,86,65
obj0000,5,4,86,65,86,60
obj0001,1,2,210,205,193,246
obj0001,1,0,210,205,195,160
obj0001,3,4,168,208,142,272
obj0001,3,2,168,208,194,116
obj0001,2,1,194,116,195,65
obj0001,3,4,154,119,129,203
obj0001,4,5,129,203,114,260
obj0001,3,2,154,119,169,44
obj0001,5,6,212,135,222,177
obj0001,6,7,222,177,218,207
obj0001,7,8,218,207,224,227
obj0001,8,9,224,227,207,255
obj0001,5,6,183,103,196,134
obj0001,6,7,196,134,193,158
obj0001,7,8,193,158,204,179
obj0001,8,9,204,179,182,220
obj0001,5,4,183,103,186,68
obj0001,13,14,195,212,207,241
obj0001,14,15,207,241,189,255
obj0001,15,16,189,255,195,257
obj0001,13,12,195,212,213,180
obj0001,12,11,213,180,181,67
obj0001,13,14,185,143,202,170
obj0001,14,15,202,170,185,185
obj0001,15,16,185,185,197,189
obj0001,13,12,185,143,201,113
obj0001,12,11,201,113,169,35
obj0001,1,2,195,66,193,116
obj0001,2,3,193,116,167,208
obj0001,3,4,167,208,138,271
obj0001,8,9,166,145,141,207
obj0001,9,10,141,207,146,239
obj0001,8,7,166,145,153,111
obj0001,7,6,153,111,154,83
obj0001,6,5,154,83,142,51
obj0002,1,2,144,202,172,224
obj0002,5,6,146,117,135,136
obj0002,6,7,135,136,128,156
obj0002,7,8,128,156,164,191
obj0002,5,4,146,117,147,96
obj0002,4,5,126,177,132,211
obj0002,5,6,132,211,128,233
obj0002,6,7,128,233,126,242
obj0002,4,3,126,177,140,48
obj0002,10,11,153,58,137,116
obj0002,11,12,137,116,149,165
obj0002,12,13,149,165,141,195
obj0002,13,14,141,195,167,213
obj0002,16,17,122,41,118,65
obj0003,0,1,156,121,164,156
obj0003,1,2,164,156,161,194
obj0003,2,3,161,194,164,210
obj0003,6,7,140,124,143,168
obj0003,7,8,143,168,154,196
obj0003,8,9,154,196,147,215
obj0003,6,5,140,124,153,106
obj0003,12,13,161,123,163,162
obj0003,13,14,163,162,156,182
obj0003,14,15,156,182,159,206
obj0003,15,16,159,206,145,199
obj0003,16,17,145,199,147,206
obj0003,17,18,147,206,146,207
obj0003,12,11,161,123,161,49
obj0004,3,4,147,111,149,156
obj0004,4,5,149,156,134,182
obj0004,5,6,134,182,140,195
obj0004,3,2,147,111,140,60
obj0004,2,1,140,60,137,35
obj0004,3,4,174,139,172,181
obj0004,3,2,174,139,171,81
obj0004,8,9,196,189,163,210
obj0004,9,10,163,210,152,232
obj0004,8,7,196,189,192,120
obj0004,7,6,192,120,174,34
obj0004,14,15,144,42,145,68
obj0004,15,16,145,68,160,77
obj0005,0,1,143,119,147,156
obj0005,1,2,147,156,141,205
obj0005,2,3,141,205,133,233
obj0005,5,6,155,68,146,112
obj0005,6,7,146,112,150,141
obj0005,7,8,150,141,157,175
obj0005,8,9,157,175,146,199
obj0005,9,10,146,199,139,215
obj0005,14,15,166,66,145,93
obj0005,15,16,145,93,159,109
obj0005,14,13,166,66,170,38
obj0005,13,12,170,38,161,7
obj0006,4,5,140,127,144,172
obj0006,5,6,144,172,131,196
obj0006,4,3,140,127,136,91
obj0006,3,2,136,91,134,44
obj0006,8,9,132,64,129,102
obj0006,9,10,129,102,138,128
obj0006,10,11,138,128,137,144
obj0006,11,12,137,144,124,162
obj0006,12,13,124,162,130,174
obj0007,1,2,120,72,136,106
obj0007,2,3,136,106,142,132
obj0007,3,4,142,132,127,163
obj0007,4,5,127,163,128,186
obj0007,8,9,96,108,87,142
obj0007,9,10,87,142,83,161
obj0007,10,11,83,161,95,175
obj0007,8,7,96,108,106,50
obj0007,15,16,144,35,133,52
obj0007,3,4,120,233,121,252
obj0007,3,2,120,233,105,204
obj0007,2,1,105,204,83,156
obj0008,0,1,140,165,152,182
obj0008,2,3,136,28,126,83
obj0008,3,4,126,83,123,133
obj0008,4,5,123,133,115,162
obj0008,5,6,115,162,128,194
obj0008,6,7,128,194,137,204
obj0008,11,12,136,111,136,123
obj0008,12,13,136,123,138,134
obj0008,13,14,138,134,139,138
obj0008,14,15,139,138,136,147
obj0008,15,16,136,147,134,154
obj0008,16,17,134,154,137,159
obj0008,11,10,136,111,140,92
obj0008,10,9,140,92,134,41
obj0009,2,3,128,101,115,138
obj0009,3,4,115,138,125,170
obj0009,4,5,125,170,125,205
obj0009,2,1,128,101,106,42
obj0009,9,10,141,90,143,112
obj0009,10,11,143,112,150,137
obj0009,11,12,150,137,138,159
obj0009,9,8,141,90,142,63
obj0009,8,7,142,63,153,25
obj0009,9,10,165,116,170,138
obj0009,10,11,170,138,175,165
obj0009,11,12,175,165,165,186
obj0009,12,13,165,186,170,199
obj0009,13,14,170,199,173,198
obj0009,9,8,165,116,165,77
obj0009,15,16,156,197,156,197
obj0009,16,17,156,197,154,197
obj0009,15,14,156,197,155,198
obj0009,14,13,155,198,154,199
obj0009,13,12,154,199,150,185
obj0009,12,11,150,185,161,166
obj0009,11,10,161,166,152,140
obj0009,10,9,152,140,150,117
obj0009,9,8,150,117,156,79
obj0010,0,1,138,73,122,127
obj0010,1,2,122,127,136,162
obj0010,2,3,136,162,144,197
obj0010,3,4,144,197,152,209
obj0010,13,14,126,118,126,147
obj0010,14,15,126,147,123,165
obj0010,15,16,123,165,138,182
obj0010,16,17,138,182,142,204
obj0010,17,18,142,204,129,216
obj0010,7,8,132,80,130,116
obj0010,8,9,130,116,135,144
obj0010,9,10,135,144,137,179
obj0010,7,6,132,80,168,47
obj0010,9,10,150,65,135,110
obj0010,10,11,135,110,126,164
obj0010,9,8,150,65,156,46
obj0010,2,3,172,188,183,223
obj0010,3,4,183,223,195,226
obj0010,2,1,172,188,154,149
obj0010,1,0,154,149,171,89
